Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
54520,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,limosus,"Ibáñez, Jaramillo & Solís, 1995",,,,,"",Limosa Harlequin Frog,,Rana Arlequín Limosa,EN,B1ab(iii),3.1,2004,decreasing,N
54521,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,longibrachius,"Rivero, 1963",,,,,"",El Tambo Stubfoot Toad,,,EN,A3ce; B1ab(iii),3.1,2004,decreasing,N
136033,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,mittermeieri,"Acosta-Galvis, Rueda-Almonacid, Velásquez-Álvarez, Sánchez-Pacheco & Peña Prieto, 2006",,,,,"",,,,EN,"A2ce; B1ab(i,ii,v)+2ab(i,ii,v); C2a(i)",3.1,2010,decreasing,N
54531,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,nahumae,"Ruíz-Carranza, Ardila-Robayo & Hernández-Camacho, 1994",,,,,"",,,,EN,B1ab(iii),3.1,2014,unknown,N
158545,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,oxapampae,"Lehr, Lötters & Lundberg, 2008",,,,,"",,,,EN,B1ab(iii),3.1,2009,unknown,N
44575,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Atlantoraja,castelnaui,"(Miranda Ribeiro, 1907)",,,,,Raja castelnaui,Spotback Skate,,"Raya A Lunares, Raia-jereba, Raia-chita, Raya Chita, Raya Pintada",EN,A2bd+3bd+4bd,3.1,2004,decreasing,N
22721439,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,flaviceps,"Chapman, 1912",,,,,"","Yellow-headed Brush-finch, Yellow-headed Brush Finch, Olive-headed Brush-Finch, Yellow-headed Brush-Finch",,,EN,"B1ab(i,ii,iii,v);C2a(ii)",3.1,2016,decreasing,N
22724596,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,melanopsis,"Valqui & Fjeldså, 2002",,,,,Atlapetes melanops,"Black-spectacled Brush-finch, Black-spectacled Brush Finch, Black-spectacled Brush-Finch",,,EN,"B1ab(i,ii,iii,v); C2a(ii)",3.1,2016,decreasing,N
22721487,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,pallidiceps,"(Sharpe, 1900)",,,,,"","Pale-headed Brush-finch, Pale-headed Brush Finch, Pale-headed Brush-Finch",,,EN,D,3.1,2016,increasing,N
50951041,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,carrioni,"Parker, 1930",,,,,"","Carrion's Ground Snake, Parker's Ground Snake",,,EN,B1ab(iii),3.1,2016,unknown,N
50951125,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,occidentalis,"Savage, 1955",,,,,"",Western Ground Snake,,,EN,B1ab(iii),3.1,2016,unknown,N
22703612,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ATRICHORNITHIDAE,Atrichornis,clamosus,"(Gould, 1844)",,,,,"","Noisy Scrub-bird, Western Scrubird, Noisy Scrubbird",,Corredor Chillón,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,2016,decreasing,N
22703608,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ATRICHORNITHIDAE,Atrichornis,rufescens,"(Ramsay, 1867)",,,,,"","Rufous Scrub-bird, Rufous Scrubbird",,,EN,"B2ab(ii,iii,iv,v)",3.1,2016,decreasing,N
203656,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Atropoides,indomitus,"Smith & Ferrari-Castro, 2008",,,,,"",,,,EN,B1ab(iii),3.1,2014,decreasing,N
22681981,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,huallagae,"Carriker, 1933",,,,,"",Yellow-browed Toucanet,,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
61350,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Aulopyge,huegelii,"Heckel, 1843",,,,,Aulopyge huegeli  ,"Dalmatian Barbel-gudgeon, Dalmation Barbelgudgeon",,,EN,"B1ab(iii,v)",3.1,2006,decreasing,N
64694199,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Austrofundulus,myersi,"Dahl, 1958",,,,,"",,,,EN,B1ab(iii),3.1,2016,unknown,N
2426,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,AUSTROGLANIDIDAE,Austroglanis,barnardi,"(Skelton, 1981)",,,,,Gephyroglanis barnardi  ,"Barnard's Rock-catfish, Spotted Rock Catfish",,,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,2007,decreasing,N
136767,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,betsileo,"Andriantompohavana, Lei, Zaonarivelo, Engberg, Nalanirina, McGuire, Shore, Andrianasolo, Herrington, Brenneman & Louis Jr., 2007",,,,,"",Betsileo Woolly Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136335,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,cleesei,"Thalmann & Geissmann, 2005",,,,,"","Bemaraha Woolly Lemur, John Cleese's Avahi",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136369,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,meridionalis,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall & Rumpler, 2006",,,,,"",Southern Woolly Lemur,,,EN,"B1ab(i,iii,v)",3.1,2014,decreasing,N
16971566,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,mooreorum,"Lei, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman & Louis, 2008",,,,,"","Moore's Woolly Lemur, Masoala Woolly Lemur",,,EN,"B1ab(i,iii,v)",3.1,2014,decreasing,N
2435,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,occidentalis,"von Lorenz-Liburnau, 1898",,,,,"","Lorenz Von Liburnau's Woolly Lemur, Western Avahi, Western Woolly Lemur",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
41579,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,unicolor,"Thalmann & Geissmann, 2000",,,,,"","Sambirano Woolly Lemur, Sambirano Avahi",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
2446,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,calamianensis,"(Heude, 1888)",,,,,Axis porcinus subspecies calamianensis|Cervus calamianensis|Hyelaphus calamianensis,"Calamian Deer, Philippine Deer, Calamian Hog Deer",Cerf-cochon Calamien,"Ciervo de los Calamianes, Ciervo Porquerizo de los Calamianes",EN,"B1ab(i,iii,v)",3.1,2015,decreasing,N
41784,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,porcinus,"(Zimmermann, 1780)",,,,,"","Hog Deer, Thai Hog Deer, Indochina Hog Deer, Indochinese Hog Deer, Indian Hog Deer","Cerf-cochon, Cerf-cochon d'Indochine, Cerf des Marais",Ciervo Porquerizo de Indochina,EN,A2bcd,3.1,2015,decreasing,N
19168,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,holsti,"(Boulenger, 1892)",,,,,Rana holsti  ,Holst's Frog,,,EN,"B1ab(iii,v)",3.1,2004,decreasing,N
58685,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,okinavana,"(Boettger, 1895)",,,,,Babina psaltes  |Rana okinavana  ,Ryukyu Brown Frog,,,EN,"B1ab(iii,iv)+2ab(iii,iv)",3.1,2004,decreasing,N
19172,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,subaspera,"(Barbour, 1908)",,,,,Rana subaspera  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
136472,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Babyrousa,togeanensis,"(Sody, 1949)",,,,,Babirussa babyrussa subspecies togeanensis|Babyrousa babyrussa subspecies togeanensis,"Togian Islands Babirusa, Malenge Babirusa, Togian Babirusa","Babiroussa de l'île Togian, Babiroussa des Togian",Babirusa de Togian ,EN,"B1ab(iii,v); C2a(i)",3.1,2016,decreasing,N
168342,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BADIDAE,Badis,tuivaiei,"Vishwanath & Shanta, 2004",,,,,"",,,,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2010,unknown,N
2475,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,"Lesson, 1828",,,,,"",Sei Whale,"Rorqual De Rudolphi, Rorqual sei, Rorqual Boréal","Ballena Sei, Rorcual Boreal, Rorcual de Rudolphi, Rorcual Norteno",EN,A1ad,3.1,2008,unknown,N
2477,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,"(Linnaeus, 1758)",,,,,"",Blue Whale,Baleine bleue,Ballena Azul,EN,A1abd,3.1,2008,increasing,N
2478,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,"(Linnaeus, 1758)",,,,,"","Fin Whale, Fin-backed Whale, Finner, Common Rorqual, Herring Whale, Razorback, Finback","Baleine à nageoires, Baleine fin, Baleinoptère commune, Rorqual Commun","Ballena Aleta, Ballena Boba, Rorcual Común",EN,A1d,3.1,2013,unknown,N
2529,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Balantiocheilos,melanopterus,"(Bleeker, 1850)",,,,,Barbus melanopterus,Silver Shark,,,EN,A1ac,2.3,1996,,N
22692046,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Balearica,regulorum,"(Bennett, 1834)",,,,,"","Grey Crowned-crane, Grey Crowned-Crane, Grey Crowned Crane, Southern Crowned Crane",Grue royale,,EN,A2acd+4acd,3.1,2016,decreasing,N
22722592,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,aureocincta,"(Hellmayr, 1910)",,,,,Buthraupis aureocincta subspecies aureocincta|Buthraupis aureocincta subspecies aureocincta,Gold-ringed Tanager,,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
60374,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Barbatula,samantica,"(Banarescu & Nalbant, 1978)",,,,,"",,,,EN,B1ab(iii),3.1,2006,decreasing,N
61352,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Barbatula,tschaiyssuensis,"(Banarescu & Nalbant, 1964)",,,,,"",,,,EN,B1ab(iii),3.1,2006,decreasing,N
15633,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbodes,palaemophagus,"(Herre, 1924)",,,,,Ospatulus palaemophagus,,,,EN,A1ce,2.3,1996,,N
54444,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Barbourula,kalimantanensis,"Iskandar, 1978",,,,,"",Bornean Flat-headed Frog,,,EN,B2ab(iii),3.1,2004,decreasing,N
182972,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,aliciae,"Bigorne & Lévêque, 1993",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
2560,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,andrewi,"Barnard, 1937",,,,,"",Berg-breede River Whitefish,,,EN,"B2ab(iii,v)",3.1,2007,decreasing,N
182800,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,bawkuensis,"Hopson, 1965",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182608,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,bourdariei,"Pellegrin, 1928",,,,,Barbus bourdarieri  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
2592,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,caninus,"Bonaparte, 1839",,,,,"",Brook Barbel,,,EN,A2ace,3.1,2006,decreasing,N
182715,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,huguenyi,"Bigorne & Lévêque, 1993",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
181579,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,lauzannei,"Lévêque & Paugy, 1982",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182865,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,liberiensis,"Steindachner, 1894",,,,,Barbus camptacanthus liberiensis  ,Carp,,,EN,B2ab(iii),3.1,2010,unknown,N
182762,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,nigroluteus,"Pellegrin, 1930",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
60420,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,quadralineatus,"David, 1937",,,,,"",,,,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,2006,decreasing,N
2569,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,serra,"Peters, 1864",,,,,"",Clanwilliam Sawfin,,,EN,"B2ab(iii,v)",3.1,2007,decreasing,N
182939,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,stauchi,"Daget, 1967",,,,,Barbus camptacanthus cottesi  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182403,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,subinensis,"Hopson, 1965",,,,,"",,,,EN,"B2ab(iii,v)",3.1,2010,decreasing,N
182826,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,sylvaticus,"Loiselle & Welcomme, 1971",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182702,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,thysi,"Trewavas, 1974",,,,,Barbus trispilos  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182569,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,traorei,"Lévêque, Teugels & Thys van den Audenaerde, 1987",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
2572,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,treurensis,"Groenewald, 1958",,,,,"",Treur River Barb,,,EN,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",3.1,2007,stable,N
2573,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,trevelyani,"Günther, 1877",,,,,"",Border Barb,,,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2007,unknown,N
172400,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barilius,canarensis,"(Jerdon, 1849)",,,,,Opsarius canarensis  |Opsarius malabaricus  ,"Jerdon's Baril, Mirror Fish",,,EN,B1ab(iii)+2ab(iii),3.1,2011,decreasing,N
63692,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Barisia,herrerae,"Zaldívar-Riverón & Nieto-Montes de Oca, 2002",,,,,"",,,,EN,B1ab(iii),3.1,2007,decreasing,N
63695,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Barisia,rudicollis,"(Wiegmann, 1828)",,,,,"",,,,EN,B1ab(iii),3.1,2007,stable,N
22721978,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,griseiceps,"Sclater & Salvin, 1869",,,,,"","Grey-headed Warbler, Gray-headed Warbler",,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
10953,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Batagur,dhongoka,"(Gray, 1832)",,,,,Emys dhongoka|Emys duvaucelii|Kachuga dhongoka|Kachuga hardwickii,"Three-striped Roofed Turtle, Three-striped Roof Turtle",,,EN,A1cd+2cd,2.3,2000,,N
10952,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Batagur,trivittata,"(Duméril & Bibron, 1835)",,,,,Emys trivittata|Kachuga trivittata,Burmese Roofed Turtle,,,EN,A1c,2.3,2000,,N
172341,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,BAGRIDAE,Batasio,sharavatiensis,"Bhatt & Jayaram, 2004",,,,,"",Sharavati Batasio,,,EN,B1ab(iii)+2ab(iii),3.1,2011,unknown,N
2621,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,burtoni,"(O'Shaughnessy, 1875)",,,,,Gobius  burtoni,,,,EN,B2ab(iii),3.1,2015,unknown,N
63113,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,griseocauda,"(Norman, 1937)",,,,,"",Graytail Skate,,"Raya Gris, Raya Lija",EN,A2bd+4bd,3.1,2007,decreasing,N
136394,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Batomys,russatus,"Musser, Heaney & Tabaranza Jr., 1998",,,,,"","Russet Batomys, Dinagat Hairy-tailed Rat",,,EN,"B1ab(ii,iii); C1",3.1,2008,decreasing,N
2649,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,campi,"Marlow, Brode and Wake, 1979",,,,,"",Inyo Mountains Salamander,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
59084,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Batrachuperus,londongensis,"Liu and Tian, 1978",,,,,Batrachuperus longdongensis  ,Longdong Stream Salamander,,,EN,"B1ab(iii,v)",3.1,2004,decreasing,N
29452,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,exsuccida,"Bauer, Whitaker & Sadlier, 1998",,,,,"",Sclerophyll Bavayia,Bavayia des Forêts Sclérophyll,,EN,"B1ab(i,ii,iii,iv,v)",3.1,2010,decreasing,N
176201,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,goroensis,"Bauer, Jackman, Sadlier, Shea & Whitaker, 2008",,,,,"",,,,EN,B1ab(iii),3.1,2011,decreasing,N
176214,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,ornata,"Roux, 1913",,,,,Bavayia sauvagei subspecies ornata,Ornate Bavayia,Bavayia orné,,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,2011,unknown,N
55324377,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,albomarginata,"Sparks & Rush, 2005",,,,,"",,,,EN,B1ab(iii),3.1,2016,unknown,N
2719,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,geayi,"Pellegrin, 1907",,,,,"",Zona,,,EN,"B1ab(i,ii,iii,iv,v)",3.1,2016,decreasing,N
55324500,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,leucopteron,"Loiselle & Rodriguez, 2007",,,,,"",,,,EN,B2ab(iii),3.1,2016,unknown,N
2720,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,longianalis,"Pellegrin, 1914",,,,,"",Zona,,,EN,B1ab(iii),3.1,2016,stable,N
2721,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,madagascariensis,"Regan, 1903",,,,,"",Zona,,,EN,"B1ab(iii,v)",3.1,2016,decreasing,N
44465,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Bedotia,marojejy,"Stiassny & Harrison, 2000",,,,,"",,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2016,decreasing,N
182020,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Benitochromis,conjunctus,"Lamboj, 2001",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182056,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Benitochromis,finleyi,"(Trewavas, 1974)",,,,,Chromidotilapia finleyae  |Chromidotilapia finleyi  |Pelmatochromis batesii  |Pelmatochromis nigrofasciatus  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182046,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Benitochromis,nigrodorsalis,"Lamboj, 2001",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
183036,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Benitochromis,riomuniensis,"(Thys van den Audenaerde, 1981)",,,,,Nanochromis riomuniensis  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182561,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Benitochromis,ufermanni,"Lamboj, 2001",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
2775,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Betta,livida,"Ng & Kottelat, 1992",,,,,"",,,,EN,B1+2c,2.3,1996,,N
2787,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Bettongia,tropica,"Wakefield, 1967",,,,,"",Northern Bettong,,,EN,"B2ab(i,ii,iii,iv,v)",3.1,2016,decreasing,N
176620,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Boiga,bourreti,"Tillack, Ziegler & le Khac Quyet, 2004",,,,,"",Bourret's Cat Snake,,,EN,B1ab(iii),3.1,2012,unknown,N
192137,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Boiga,saengsomi,"Nutaphand, 1985",,,,,"","Banded Green Cat Snake, Banded Cat Snake",,,EN,B1ab(iii),3.1,2012,unknown,N
59138,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,alvaradoi,"Taylor, 1954",,,,,Bolitoglossa arborescandens,Moravia de Chirripo Salamander,,,EN,B1ab(iii),3.1,2008,decreasing,N
59144,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,celaque,"McCranie & Wilson, 1993",,,,,"",Celaque Mushroomtongue Salamander ,,,EN,B1ab(iii),3.1,2008,decreasing,N
59148,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,compacta,"Wake, Brame & Duellman, 1973",,,,,"",Cerro Pando Salamander,,,EN,B1ab(iii),3.1,2014,unknown,N
59149,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,conanti,"McCranie & Wilson, 1993",,,,,"",Conant's Mushroomtongue Salamander ,,,EN,B1ab(iii),3.1,2010,decreasing,N
59157,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,dunni,"(Schmidt, 1933)",,,,,Magnadigita  dunni |Oedipus  dunni ,"Dunn's Mushroomtongue Salamander , Dunn's Salamander",,,EN,B1ab(iii),3.1,2014,unknown,N
59158,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,engelhardti,"(Schmidt, 1936)",,,,,Magnadigita  engelhardti |Oedipus  engelhardti ,"Engelhardt's Mushroomtongue Salamander , Engelhardt's Salamander",,,EN,B1ab(iii),3.1,2008,decreasing,N
59161,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,flavimembris,"(Schmidt, 1936)",,,,,Magnadigita  flavimembris|Oedipus  flavimembris ,"Yellow-legged Mushroomtongue Salamander, Yellow-legged Salamander ",,Salamandra De Patas Amarillas,EN,B1ab(iii),3.1,2008,decreasing,N
59162,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,flaviventris,"(Schmidt, 1936)",,,,,Oedipus  flaviventris ,"Yellowbelly Mushroomtongue Salamander, Yellow-bellied Salamander",,Salamandra De Panza Amarilla,EN,B1ab(iii),3.1,2008,decreasing,N
59163,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,franklini,"(Schmidt, 1936)",,,,,Bolitoglossa nigroflavescens  |Bolitoglossa  brevipes|Magnadigita brevipes|Magnadigita  franklini|Magnadigita  nigroflavescens|Oedipus  franklini ,"Franklin's Mushroomtongue Salamander, Black-bellied Salamander, Common Franklin's Salamander , Franklin's Salamander",,,EN,B1ab(iii),3.1,2008,decreasing,N
61897,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,heiroreias,"Greenbaum, 2004",,,,,"",Holy-mountain Salamander,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
61898,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,magnifica,"Hanken, Wake and Savage, 2005",,,,,"",Magnificent Web-footed Salamander,,,EN,B1ab(iii)+2ab(iii),3.1,2006,decreasing,N
59177,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,marmorea,"(Tanner & Brame, 1961)",,,,,Magnadigita  marmorea ,Crater Salamander,,,EN,B1ab(iii),3.1,2008,decreasing,N
